Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;Type de lycée;Effectifs voie GT;Effectifs voie PRO;Effectifs Ensemble GT-PRO;IPS voie GT;IPS voie PRO;IPS Ensemble GT-PRO;Ecart-type de l'IPS voie GT;Ecart-type de l'IPS voie PRO
2022-2023;NANTES;085;VENDEE;0850135K;LYCEE POLYVALENT PRIVE SAINTE MARIE;85051;CHANTONNAY;privé sous contrat;LPO;451.0;376.0;827.0;110.1;98.2;104.7;28.1;24.7
2022-2023;NANTES;085;VENDEE;0851346B;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS TRUFFAUT;85047;CHALLANS;public;LEGT;850.0;;850.0;105.3;;105.3;31.2;
2022-2023;POITIERS;086;VIENNE;0860034V;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO;86194;POITIERS;public;LEGT;1025.0;;1025.0;122.3;;122.3;35.9;
2022-2023;POITIERS;086;VIENNE;0860789R;LYCEE POLYVALENT PRIVE ISAAC DE L ETOILE;86194;POITIERS;privé sous contrat;LP;;304.0;304.0;;102.5;102.5;;26.6
2022-2023;POITIERS;086;VIENNE;0860903P;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE UNION CHRETIENNE;86194;POITIERS;privé sous contrat;LEGT;298.0;;298.0;135.6;;135.6;25.7;
2022-2023;POITIERS;086;VIENNE;0861113T;LYCEE PROFESSIONNEL LE VERGER LYCEE DES METIERS DE L ELECTROTECHNIQUE ET DE LA MAINTENANCE;86066;CHATELLERAULT;public;LP;;113.0;113.0;;83.9;83.9;;26.6
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870003F;LYCEE GENERAL ET TECHNOLOGIQUE JEAN GIRAUDOUX;87011;BELLAC;public;LEGT;325.0;;325.0;102.1;;102.1;28.9;
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870730W;LYCEE PROFESSIONNEL MARCEL PAGNOL LYCEE DES METIERS DU TERTIAIRE ADMINISTRATIF DE L ACCUEIL ET DU COMMERCE;87085;LIMOGES;public;LP;;361.0;361.0;;86.8;86.8;;26.7
2022-2023;LIMOGES;087;HAUTE-VIENNE;0870748R;LYCEE PROFESSIONNEL LE MAS JAMBOST LYCEE DES METIERS DES ARTS ET TECHNIQUES;87085;LIMOGES;public;LP;;215.0;215.0;;88.4;88.4;;27.4
2022-2023;NANCY-METZ;088;VOSGES;0880019T;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS LAPICQUE;88160;EPINAL;public;LEGT;1143.0;;1143.0;102.5;;102.5;32.8;
2022-2023;NANCY-METZ;088;VOSGES;0880020U;LYCEE GENERAL CLAUDE GELLEE;88160;EPINAL;public;LEGT;799.0;;799.0;114.2;;114.2;34.6;
2022-2023;DIJON;089;YONNE;0890008A;LYCEE POLYVALENT DU PARC DES CHAUMES;89025;AVALLON;public;LPO;336.0;91.0;427.0;109.2;88.0;104.7;32.9;24.6
2022-2023;DIJON;089;YONNE;0890053Z;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE LYCEE DES METIERS;89387;SENS;public;LP;;514.0;514.0;;86.8;86.8;;24.5
2022-2023;BESANCON;090;TERRITOIRE DE BELFORT;0900425Y;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;90010;BELFORT;privé sous contrat;LP;;219.0;219.0;;87.3;87.3;;24.9
2022-2023;VERSAILLES;091;ESSONNE;0910626L;LYCEE GENERAL ET TECHNOLOGIQUE BLAISE PASCAL;91471;ORSAY;public;LEGT;1018.0;;1018.0;152.8;;152.8;29.3;
2022-2023;VERSAILLES;091;ESSONNE;0910808J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT CHARLES;91027;ATHIS MONS;privé sous contrat;LEGT;791.0;;791.0;130.8;;130.8;28.8;
2022-2023;VERSAILLES;091;ESSONNE;0910815S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;91223;ETAMPES;privé sous contrat;LEGT;305.0;;305.0;127.5;;127.5;26.0;
2022-2023;VERSAILLES;091;ESSONNE;0910824B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DU SACRE COEUR;91665;LA VILLE DU BOIS;privé sous contrat;LEGT;520.0;;520.0;139.5;;139.5;23.6;
2022-2023;VERSAILLES;091;ESSONNE;0911251R;LYCEE GENERAL ET TECHNOLOGIQUE PARC DES LOGES;91228;EVRY COURCOURONNES;public;LEGT;1411.0;;1411.0;98.1;;98.1;34.1;
2022-2023;VERSAILLES;091;ESSONNE;0911401D;LYCEE PROFESSIONNEL NELSON MANDELA;91223;ETAMPES;public;LP;;439.0;439.0;;90.3;90.3;;26.1
2022-2023;VERSAILLES;091;ESSONNE;0911937L;LYCEE POLYVALENT FRANCOIS TRUFFAUT;91086;BONDOUFLE;public;LEGT;1144.0;;1144.0;102.4;;102.4;32.4;
2022-2023;VERSAILLES;091;ESSONNE;0911946W;LYCEE POLYVALENT LEONARD DE VINCI;91570;SAINT MICHEL SUR ORGE;public;LPO;725.0;315.0;1040.0;105.3;87.5;99.9;34.6;24.6
2022-2023;VERSAILLES;091;ESSONNE;0912321D;LYCEE POLYVALENT PRIVE SAINT MARTIN;91477;PALAISEAU;privé sous contrat;LPO;193.0;198.0;391.0;139.5;131.6;135.5;23.5;24.8
2022-2023;VERSAILLES;091;ESSONNE;0912342B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA SALLE IGNY;91312;IGNY;privé sous contrat;LEGT;43.0;;43.0;139.0;;139.0;23.5;
2022-2023;VERSAILLES;091;ESSONNE;0912433A;LYCEE INTERNATIONAL PALAISEAU PARIS SACLAY;91477;PALAISEAU;public;LEGT;491.0;;491.0;142.4;;142.4;34.9;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920136Y;LYCEE POLYVALENT NEWTON ENREA;92024;CLICHY;public;LPO;707.0;282.0;989.0;94.1;85.9;91.7;31.6;26.8
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920141D;LYCEE POLYVALENT JOLIOT CURIE;92050;NANTERRE;public;LPO;1391.0;106.0;1497.0;95.0;90.2;94.7;31.2;25.7
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920158X;LYCEE PROFESSIONNEL LA TOURNELLE LYCEE DES METIERS DU NUMERIQUE DE L ELECTRICITE DE L ACCUEIL DU COMMERCE ET DE LA GESTION;92035;LA GARENNE COLOMBES;public;LP;;541.0;541.0;;88.8;88.8;;28.3
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920163C;LYCEE PROFESSIONNEL LOUIS GIRARD;92046;MALAKOFF;public;LP;;211.0;211.0;;98.3;98.3;;28.5
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920164D;LYCEE PROFESSIONNEL JEAN MONNET LYCEE DES METIERS DES CONSTRUCTIONS ET DE LA GESTION ADMINISTRATIVE;92049;MONTROUGE;public;LP;;225.0;225.0;;88.9;88.9;;28.2
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920799U;LYCEE GENERAL ET TECHNOLOGIQUE RICHELIEU;92063;RUEIL MALMAISON;public;LEGT;1730.0;;1730.0;135.6;;135.6;34.3;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920875B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE;92051;NEUILLY SUR SEINE;privé sous contrat;LEGT;276.0;;276.0;145.1;;145.1;18.4;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920904H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE LA CROIX;92002;ANTONY;privé sous contrat;LEGT;1075.0;;1075.0;146.5;;146.5;19.0;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920917X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;92048;MEUDON;privé sous contrat;LEGT;629.0;;629.0;144.9;;144.9;18.0;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920919Z;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE SAINTE CROIX;92051;NEUILLY SUR SEINE;privé sous contrat;LEGT;609.0;;609.0;146.7;;146.7;18.5;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920937U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SUGER;92076;VAUCRESSON;privé sous contrat;LEGT;130.0;;130.0;141.9;;141.9;24.8;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920963X;LYCEE PROFESSIONNEL PRIVE SAINT FRANCOIS D ASSISE;92032;FONTENAY AUX ROSES;privé sous contrat;LP;;124.0;124.0;;116.8;116.8;;30.6
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0920981S;LYCEE PROFESSIONNEL PRIVE SAINT PHILIPPE;92048;MEUDON;privé sous contrat;LP;;62.0;62.0;;108.9;108.9;;25.5
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0921365J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE MADELEINE DANIELOU;92063;RUEIL MALMAISON;privé sous contrat;LEGT;406.0;;406.0;148.4;;148.4;14.6;
2022-2023;VERSAILLES;092;HAUTS-DE-SEINE;0922397F;LYCEE POLYVALENT EUGENE IONESCO;92040;ISSY LES MOULINEAUX;public;LEGT;889.0;;889.0;132.3;;132.3;35.5;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930120A;LYCEE GENERAL ET TECHNOLOGIQUE JACQUES FEYDER;93031;EPINAY SUR SEINE;public;LEGT;1375.0;;1375.0;82.5;;82.5;24.8;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930124E;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;93055;PANTIN;public;LEGT;845.0;;845.0;83.5;;83.5;26.3;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930125F;LYCEE ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PAUL ELUARD;93066;SAINT DENIS;public;LEGT;1412.0;;1412.0;81.3;;81.3;25.8;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930130L;LP CONDORCET LYCEE DES METIERS DU TRAITEMENT DE SURFACE DES MATERIAUX LYCEE DES METIERS DE MAINTENANCE ET APRES VENTE AUTOMOBILE;93048;MONTREUIL;public;LP;;168.0;168.0;;87.1;87.1;;23.9
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930929E;LYCEE PROFESSIONNEL PRIVE JEANNE LA LORRAINE;93062;LE RAINCY;privé sous contrat;LP;;108.0;108.0;;116.6;116.6;;26.0
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0930962R;LYCEE GENERAL PRIVE CHARLES PEGUY;93008;BOBIGNY;privé sous contrat;LEGT;239.0;;239.0;101.2;;101.2;25.6;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0931024H;LYCEE PROFESSIONNEL JEAN PIERRE TIMBAUD;93001;AUBERVILLIERS;public;LP;;692.0;692.0;;75.5;75.5;;20.8
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0931813R;LYCEE GENERAL PRIVE ALLIANCE;93057;LES PAVILLONS SOUS BOIS;privé sous contrat;LEGT;154.0;;154.0;129.3;;129.3;27.3;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932118X;LYCEE POLYVALENT JEAN MOULIN;93007;LE BLANC MESNIL;public;LPO;271.0;691.0;962.0;83.0;77.6;79.1;26.2;21.3
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932282A;LYCEE POLYVALENT LEO LAGRANGE;93010;BONDY;public;LP;;396.0;396.0;;80.9;80.9;;22.8
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932291K;LYCEE POLYVALENT NICOLAS JOSEPH CUGNOT LYCEE DES METIERS DE L AUTOMOBILE;93050;NEUILLY SUR MARNE;public;LPO;332.0;356.0;688.0;100.9;84.7;92.5;31.1;25.6
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932619S;LYCEE GENERAL PRIVE SAINT GERMAIN;93029;DRANCY;privé sous contrat;LEGT;324.0;;324.0;113.2;;113.2;28.0;
2022-2023;CRETEIL;093;SEINE-SAINT-DENIS;0932667U;LYCEE POLYVALENT ANGELA DAVIS;93066;SAINT DENIS;public;LPO;796.0;258.0;1054.0;80.5;78.6;80.0;24.5;22.9
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940115P;LYCEE GENERAL ET TECHNOLOGIQUE ROMAIN ROLLAND;94041;IVRY SUR SEINE;public;LEGT;1093.0;;1093.0;92.6;;92.6;31.5;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940119U;LYCEE POLYVALENT PAUL DOUMER;94058;LE PERREUX SUR MARNE;public;LEGT;905.0;;905.0;126.8;;126.8;34.9;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940122X;LYCEE POLYVALENT CONDORCET;94068;SAINT MAUR DES FOSSES;public;LPO;714.0;133.0;847.0;138.5;94.3;131.6;32.8;27.9
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940134K;LYCEE PROFESSIONNEL VAL DE BIEVRE;94037;GENTILLY;public;LP;;229.0;229.0;;86.5;86.5;;24.7
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940743X;LYCEE POLYVALENT GEORGES BRASSENS;94077;VILLENEUVE LE ROI;public;LPO;955.0;139.0;1094.0;95.8;85.2;94.5;31.5;23.9
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940823J;LYCEE PROFESSIONNEL PRIVE ROBERT KELLER;94016;CACHAN;privé sous contrat;LP;;301.0;301.0;;110.6;110.6;;28.7
2022-2023;CRETEIL;094;VAL-DE-MARNE;0940891H;LYCEE GENERAL PRIVE PETIT VAL;94071;SUCY EN BRIE;privé sous contrat;LEGT;412.0;;412.0;134.6;;134.6;24.5;
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941355M;LYCEE POLYVALENT PAUL BERT LYCEE DES METIERS DU COMMERCE ET DE L ADMINISTRATION;94046;MAISONS ALFORT;public;LP;;474.0;474.0;;86.0;86.0;;26.6
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941724N;LYCEE PROFESSIONNEL PRIVE CLAUDE NICOLAS LEDOUX LYCEE DES METIERS DE LA CONSTRUCTION ET DE SON ENVIRONNEMENT;94080;VINCENNES;privé sous contrat;LP;;258.0;258.0;;128.6;128.6;;26.8
2022-2023;CRETEIL;094;VAL-DE-MARNE;0941974K;LYCEE POLYVALENT ROBERT SCHUMAN;94018;CHARENTON LE PONT;public;LPO;565.0;143.0;708.0;117.7;88.7;111.9;36.6;27.6
2022-2023;CRETEIL;094;VAL-DE-MARNE;0942130E;LYCEE POLYVALENT MONTALEAU LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;94071;SUCY EN BRIE;public;LPO;56.0;337.0;393.0;109.6;90.4;93.2;31.4;28.4
2022-2023;VERSAILLES;095;VAL-D'OISE;0950649P;LYCEE POLYVALENT CAMILLE PISSARRO LYCEE DES METIERS DE LA SANTE DU SOCIAL ET DE L AIDE AUX PERSONNES;95500;PONTOISE;public;LPO;1320.0;224.0;1544.0;111.6;88.7;108.3;36.5;27.1
2022-2023;VERSAILLES;095;VAL-D'OISE;0950650R;LYCEE POLYVALENT JEAN JACQUES ROUSSEAU;95585;SARCELLES;public;LPO;1444.0;349.0;1793.0;86.9;79.4;85.5;27.6;22.6
2022-2023;VERSAILLES;095;VAL-D'OISE;0950753C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE LA PROVIDENCE;95210;ENGHIEN LES BAINS;privé sous contrat;LEGT;621.0;;621.0;136.5;;136.5;27.6;
2022-2023;VERSAILLES;095;VAL-D'OISE;0950786N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA SALLE SAINT ROSAIRE;95585;SARCELLES;privé sous contrat;LEGT;574.0;;574.0;114.0;;114.0;30.1;
2022-2023;VERSAILLES;095;VAL-D'OISE;0950812S;LYCEE POLYVALENT PRIVE JEANNE D ARC LYCEE DES METIERS DU COMMERCE ET DES SERVICES AUX ENTREPRISES;95252;FRANCONVILLE;privé sous contrat;LPO;187.0;186.0;373.0;133.1;119.7;126.5;26.5;26.0
2022-2023;VERSAILLES;095;VAL-D'OISE;0951281B;LYCEE PROFESSIONNEL TURGOT LYCEE DES METIERS DU COMMERCE ET DE LA GESTION ADMINISTRATIVE;95428;MONTMORENCY;public;LP;;318.0;318.0;;87.4;87.4;;26.4
2022-2023;VERSAILLES;095;VAL-D'OISE;0951673C;LYCEE POLYVALENT GUSTAVE EIFFEL LYCEE DES METIERS DE L ELECTRICITE ET DES SERVICES AUX ENTREPRISES;95219;ERMONT;public;LP;;369.0;369.0;;96.1;96.1;;27.8
2022-2023;VERSAILLES;095;VAL-D'OISE;0952284S;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DE CORMEILLES EN PARISIS;95176;CORMEILLES EN PARISIS;public;LEGT;252.0;;252.0;121.8;;121.8;32.8;
2022-2023;CORSE;02A;CORSE-DU-SUD;6200001G;LYCEE GENERAL ET TECHNOLOGIQUE FESCH AJACCIO;2A004;AJACCIO;public;LEGT;677.0;;677.0;113.8;;113.8;33.6;
2022-2023;CORSE;02A;CORSE-DU-SUD;6200650M;INSTITUTION SAINT PAUL (LYCEE GENERAL PRIVE) AJACCIO;2A004;AJACCIO;privé sous contrat;LEGT;282.0;;282.0;114.4;;114.4;27.7;
2022-2023;CORSE;02B;HAUTE-CORSE;7200009X;LYCEE GENERAL ET TECHNOLOGIQUE GIOCANTE DE CASABIANCA BASTIA;2B033;BASTIA;public;LEGT;1149.0;;1149.0;116.9;;116.9;34.3;
2022-2023;CORSE;02B;HAUTE-CORSE;7200073S;LYCEE GENERAL PRIVE PENSIONNAT JEANNE D ARC BASTIA;2B033;BASTIA;privé sous contrat;LEGT;280.0;;280.0;123.4;;123.4;25.7;
2022-2023;CORSE;02B;HAUTE-CORSE;7200719U;LYCEE POLYVALENT DU FIUM ORBU;2B251;PRUNELLI DI FIUMORBO;public;LPO;371.0;18.0;389.0;103.1;87.9;102.4;31.1;25.9
2022-2023;GUADELOUPE;971;GUADELOUPE;9710054G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE MAITRISE DE MASSABIELLE;97120;POINTE A PITRE;privé sous contrat;LEGT;362.0;;362.0;127.0;;127.0;26.0;
2022-2023;GUADELOUPE;971;GUADELOUPE;9710055H;LYCEE POLYVALENT PRIVE PENSIONNAT DE VERSAILLES;97105;BASSE TERRE;privé sous contrat;LPO;183.0;48.0;231.0;116.9;99.2;113.2;28.2;23.1
2022-2023;GUADELOUPE;971;GUADELOUPE;9710418C;LYCEE PROFESSIONNEL PAUL LACAVE LYCEE DES METIERS DE L AUTOMOBILE;97107;CAPESTERRE BELLE EAU;public;LP;;395.0;395.0;;79.0;79.0;;21.2
2022-2023;GUADELOUPE;971;GUADELOUPE;9710593T;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH DE CLUNY;97103;BAIE MAHAULT;privé sous contrat;LP;;141.0;141.0;;98.2;98.2;;24.2
2022-2023;GUADELOUPE;971;GUADELOUPE;9710775R;LYCEE PROFESSIONNEL PRIVE LES PERSEVERANTS;97105;BASSE TERRE;privé sous contrat;LP;;6.0;6.0;;84.2;84.2;;34.1
2022-2023;GUADELOUPE;971;GUADELOUPE;9710940V;LYCEE GENERAL ET TECHNOLOGIQUE SONNY RUPAIRE;97129;SAINTE ROSE;public;LEGT;532.0;;532.0;99.3;;99.3;33.8;
2022-2023;GUADELOUPE;971;GUADELOUPE;9711046K;LYCEE POLYVALENT CHEVALIER DE SAINT GEORGES LYCEE DES METIERS DE L INGENIERIE DES SYSTEMES D INFORMATION ET DE SERVICES;97101;LES ABYMES;public;LPO;327.0;385.0;712.0;89.6;79.5;84.1;28.1;24.5
2022-2023;MARTINIQUE;972;MARTINIQUE;9720063L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH DE CLUNY;97209;FORT DE FRANCE;privé sous contrat;LEGT;506.0;;506.0;135.2;;135.2;22.5;
2022-2023;MARTINIQUE;972;MARTINIQUE;9720073X;LYCEE PROFESSIONNEL PRIVE SAINT JEAN PAUL II;97209;FORT DE FRANCE;privé sous contrat;LP;;8.0;8.0;;121.1;121.1;;20.5
2022-2023;MARTINIQUE;972;MARTINIQUE;9720074Y;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH DE CLUNY;97209;FORT DE FRANCE;privé sous contrat;LP;;76.0;76.0;;121.8;121.8;;26.8
2022-2023;MARTINIQUE;972;MARTINIQUE;9720350Y;LYCEE GENERAL ET TECHNOLOGIQUE FRANTZ FANON;97230;LA TRINITE;public;LEGT;810.0;;810.0;99.0;;99.0;32.6;
2022-2023;MARTINIQUE;972;MARTINIQUE;9720430K;LYCEE PROFESSIONNEL;97230;LA TRINITE;public;LP;;445.0;445.0;;81.9;81.9;;21.4
2022-2023;MARTINIQUE;972;MARTINIQUE;9720479N;LYCEE POLYVALENT PRIVE ADVENTISTE RAMA;97227;SAINTE LUCE;privé sous contrat;LPO;293.0;54.0;347.0;123.1;114.0;121.7;25.7;22.8
2022-2023;MARTINIQUE;972;MARTINIQUE;9720501M;LYCEE PROFESSIONNEL CHATEAUBOEUF;97209;FORT DE FRANCE;public;LP;;487.0;487.0;;81.9;81.9;;23.5
2022-2023;MARTINIQUE;972;MARTINIQUE;9720726G;LYCEE POLYVALENT JOSEPH PERNOCK;97214;LE LORRAIN;public;LPO;187.0;347.0;534.0;84.5;75.9;78.9;29.8;20.0
2022-2023;MARTINIQUE;972;MARTINIQUE;9720825P;LYCEE GENERAL ET TECHNOLOGIQUE PAULETTE NARDAL EX CENTRE SUD;97207;DUCOS;public;LEGT;691.0;;691.0;112.9;;112.9;33.2;
2022-2023;MARTINIQUE;972;MARTINIQUE;9720888H;LYCEE POLYVALENT (LYCEE DU NUMERIQUE DU DESIGN ET DES ARTS APPLIQUES VICTOR ANICET (EX SAINT JAMES);97225;SAINT PIERRE;public;LPO;209.0;115.0;324.0;106.1;93.5;101.6;30.1;31.2
2022-2023;GUYANE;973;GUYANE;9730001N;LYCEE GENERAL ET TECHNOLOGIQUE FELIX EBOUE;97302;CAYENNE;public;LPO;1050.0;28.0;1078.0;80.7;76.7;80.6;27.5;17.6
2022-2023;GUYANE;973;GUYANE;9730010Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE EXTERNAT SAINT JOSEPH;97302;CAYENNE;privé sous contrat;LEGT;434.0;;434.0;123.5;;123.5;27.4;
2022-2023;GUYANE;973;GUYANE;9730235T;LYCEE POLYVALENT BERTENE JUMINER;97311;SAINT LAURENT DU MARONI;public;LPO;704.0;710.0;1414.0;80.7;66.2;73.4;33.0;17.1
2022-2023;GUYANE;973;GUYANE;9730514W;LYCEE POLYVALENT BALATA;97307;MATOURY;public;LPO;392.0;679.0;1071.0;79.4;72.2;74.9;27.2;20.7
2022-2023;LA REUNION;974;LA REUNION;9740004L;LYCEE PROFESSIONNEL ROCHES MAIGRES;97414;SAINT LOUIS;public;LP;;780.0;780.0;;70.1;70.1;;19.9
2022-2023;LA REUNION;974;LA REUNION;9740054R;LYCEE GENERAL ET TECHNOLOGIQUE LISLET GEOFFROY;97411;SAINT DENIS;public;LEGT;809.0;;809.0;86.3;;86.3;32.5;
2022-2023;LA REUNION;974;LA REUNION;9740787M;LYCEE GENERAL ET TECHNOLOGIQUE ANTOINE ROUSSIN;97414;SAINT LOUIS;public;LEGT;708.0;;708.0;81.0;;81.0;26.3;
2022-2023;LA REUNION;974;LA REUNION;9741046U;LYCEE GENERAL ET TECHNOLOGIQUE BELLEPIERRE;97411;SAINT DENIS;public;LEGT;1077.0;;1077.0;102.4;;102.4;38.5;
2022-2023;LA REUNION;974;LA REUNION;9741233X;LPO NELSON MANDELA LYCEE DES METIERS DE LA GESTION DES ENTREPRISES ADMINISTRATIVE COMPTABLE FINANCIERE COMMERCIALE INFORMATIQUE;97410;SAINT BENOIT;public;LPO;185.0;277.0;462.0;77.1;67.4;71.3;23.4;18.2
2022-2023;MAYOTTE;976;MAYOTTE;9760182U;LPO DE SADA;97616;SADA;public;LPO;1025.0;476.0;1501.0;89.7;73.6;84.6;30.1;23.3
2022-2023;MAYOTTE;976;MAYOTTE;9760270P;LPO DU NORD;97601;ACOUA;public;LPO;1445.0;291.0;1736.0;75.4;67.4;74.1;28.1;21.7
2022-2023;MAYOTTE;976;MAYOTTE;9760338N;LPO DE DEMBENI;97607;DEMBENI;public;LPO;1386.0;393.0;1779.0;68.3;66.0;67.8;24.4;19.6
2022-2023;LYON;001;AIN;0010014K;LYCEE GENERAL ET TECHNOLOGIQUE EDGAR QUINET;01053;BOURG EN BRESSE;public;LEGT;1241.0;;1241.0;108.0;;108.0;32.6;
2022-2023;LYON;001;AIN;0010070W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PIERRE;01053;BOURG EN BRESSE;privé sous contrat;LEGT;516.0;;516.0;130.0;;130.0;27.1;
2022-2023;LYON;001;AIN;0010072Y;LYCEE POLYVALENT INTERNATIONAL;01160;FERNEY VOLTAIRE;public;LPO;2039.0;155.0;2194.0;122.7;95.6;120.8;34.9;28.3
2022-2023;LYON;001;AIN;0011258M;LYCEE PROFESSIONNEL PRIVE ENSEMBLE SCOLAIRE LAMARTINE;01034;BELLEY;privé sous contrat;LP;;95.0;95.0;;105.4;105.4;;27.0
2022-2023;LYON;001;AIN;0011276G;LYCEE GENERAL ET TECHNOLOGIQUE DU VAL DE SAONE;01427;TREVOUX;public;LEGT;1282.0;;1282.0;126.3;;126.3;33.2;
2022-2023;LYON;001;AIN;0011431A;LYCEE GENERAL PRIVE SAINT JOSEPH;01348;SAINT DIDIER SUR CHALARONNE;privé sous contrat;LEGT;173.0;;173.0;121.4;;121.4;28.7;
2022-2023;AMIENS;002;AISNE;0020012C;LYCEE POLYVALENT JEAN DE LA FONTAINE LYCEE DES METIERS DE LA SANTE DE LA GESTION ET DU COMMERCE;02168;CHATEAU THIERRY;public;LPO;774.0;365.0;1139.0;100.2;84.1;95.1;31.6;24.1
2022-2023;AMIENS;002;AISNE;0020049T;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE DE LA RAMEE;02691;SAINT QUENTIN;public;LEGT;764.0;;764.0;102.2;;102.2;32.7;
2022-2023;AMIENS;002;AISNE;0020059D;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;02722;SOISSONS;public;LEGT;889.0;;889.0;101.2;;101.2;33.1;
2022-2023;AMIENS;002;AISNE;0020079A;LYCEE PROFESSIONNEL CONDORCET LYCEE DES METIERS;02691;SAINT QUENTIN;public;LP;;748.0;748.0;;79.9;79.9;;24.2
2022-2023;AMIENS;002;AISNE;0020089L;LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE;02381;HIRSON;public;LP;;277.0;277.0;;76.0;76.0;;21.2
2022-2023;AMIENS;002;AISNE;0020492Z;LYCEE PROFESSIONNEL PRIVE SAINT VINCENT DE PAUL LYCEE DES METIERS DU DESIGN DE LA SANTE ET DE L HOTELLERIE;02722;SOISSONS;privé sous contrat;LP;;303.0;303.0;;100.1;100.1;;26.0
2022-2023;AMIENS;002;AISNE;0021869W;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;02168;CHATEAU THIERRY;privé sous contrat;LEGT;107.0;;107.0;112.4;;112.4;29.4;
